,job_bullets,job_company,job_description,job_employment_type,job_ids,job_industry,job_location,job_salary,job_sub_industry,job_sub_location,job_title,job_urls,file,salary_k,salary_comma,salary_num,salary_lower,salary_upper,salary,description_len,job_text
495,Enormous career progression opportunity Global Business,Michael Page Technology,Seeking an enthusiastic Insights and Advanced Analytics Analyst that can be a proactive presence across the data and insights space.,Full Time,34284279,Information & Communication Technology,Melbourne,"$120k - $140k p.a. + Includes 14% Superannuation, ",Business/Systems Analysts,CBD & Inner Suburbs,Senior Insights/Advanced Analytics Analyst,https://www.seek.com.au/job/34284279,data-analyst,"120k, 140k",,,120000.0,140000.0,130000.0,20.0,"The position is primarily responsible for leading the analytical function, providing analytical data from the Insight Data Warehouse and retail systems; engaging and educate the business by identifying trends, threats and opportunities within large volumes of data and translate them into insights for multiple stakeholders. Client Details A leading global brand, going through widespread institutional and business-related change within Australia. This company is an notoriously difficult company to get into, and offers some of the best facilities, and services in the market. Central Melbourne location. The strain of the public transport system not an issue Free on-site parking. Description Fundamentally, the Senior Retail Insights Analyst will be tasked to develop and implement: Predictive analytical models Reports Dashboards Visualisations Ideally, with the end goal of being able to assist stakeholders understand the relevance of data and establish an analytics brand within the business. Profile The successful candidate for this position will be a data analyst that lives and breathes data. They will not only be in charge of implementing predictive modeling across the business unit, but also being a proactive presence across the data space. The required skill-set of the successful candidate will be most, if not all of the following: Experience developing and implementing predictive analytical models Experience with Retail and Customer Analytics Strong experience with a variety Business Intelligence tools; such as SAP Business Objects, Qlikview, Tableau and SAS Visual analytics Experience in analysing datasets and translating the analysis into stories and insights Experienced in statistical analysis and modelling Knowledge of complex data warehousing Strong analytical and mathematical skills and logical thinking Exceptional attention to detail Proactive approach with strong problem solving skills Excellent time management skills and the ability to multi-task to meet tight deadlines Exceptional communication skills Qualifications in Business, commerce or marketing will be highly regarded, although not essential Job Offer The package on offer for this position is a competitive cash component, along with 14% superannuation, and a generous car allowance. Along with the package included, this workplace also includes onsite parking, a gym, and subsidised meals. b""To apply online please click the Apply button below. For a confidential discussion about this role please contact Tim Dillon on +61 3 9607 5628."""
496,Join a company in a rapidly changing industry Flexible 3-5 day week Work closely with the CEO and CFO,Private Advertiser,We are seeking a Modelling Analyst with strong data capabilities to provide accounting and finance analysis to assist strategic business decisions,Contract/Temp,34413377,Accounting,Melbourne,"$80,000 - $119,999 pro rata",Analysis & Reporting,CBD & Inner Suburbs,Modelling Analyst | 3-6 month contract,https://www.seek.com.au/job/34413377,data-analyst,,"80,000, 119,999",,80000.0,119999.0,99999.5,21.0,"About us and the role: As our Modelling Analyst, you will be providing accounting and finance analysis to assist business decisions, support growth and manage risk. Working very closely with the CEO, CFO and executives, you arepivotal to the strategic direction of our company. Based in Melbourne and an office in Sydney, we are a public, unlisted, family company that fosters a supportive work environment. Duties and responsibilities Data extraction and analysis  Identifying and capturing financial risks and adherence to risk management policy, particularly in relation to business projects Design and creatingforecasting models  Provide business analytical support to Managers, to assist the business in making informed decisions  Obtain data for managers about the financial implications of business decisions to aid growth and profit Ad hoc analysis for CEO and CFO and executive team Skills and experience Bachelor degree in Accounting or equivalent  CPA, CA orequivalent qualification  2-3 years project/management accounting experience  Must have strong analysis and working with large data sets You must have working knowledge of advanced Excel including Macros and VBA, and be comfortable with flowing data from multiple systems into reports. In addition to that, you will have: STRONG design flair in how you present your data and analysis  Stakeholder engagement with non-finance internal stakeholders  Demonstrated experience working with complex financial modelling, with an advanced knowledge of MS Excel is essential Ability to work autonomously and take initiative to add value and improve processes Preferable Programming skills in packages such as R or Python will be favourably regarded Interest in learning Data Science techniques b""Whats onoffer:"" b""Youll get the opportunity to work with some of the most engaged and innovative in the business. Being exposed to more opportunities to advance your skills and career."" Exciting opportunity to work in an industry facing big change in technology  Work closely with executives to enhanceyour existing skills  Be supported by qualified resources  Based in Collingwood, we havemodern office premises with privatecar park available We are looking for someone with a great attention to detail and an aptitude for data and design; if this sounds like you, apply now via SEEK for this unique opportunity."
497,"Leading TV and Digital Screens advertising agency Vibrant, fun-filled culture - Interact with Creatives, Strategists and Planners Generous package and prime CBD location",Private Advertiser,Are you an ambitious data analyst with a passion for making BIG decisions from the numbers? Then come and join the highly successful ADAD team!,Full Time,34019182,Marketing & Communications,Sydney,"$80,000 - $95,000",Market Research & Analysis,"CBD, Inner West & Eastern Suburbs",Senior Analyst / Data Scientist - TV & Digital Performance Marketing,https://www.seek.com.au/job/34019182,data-analyst,,"80,000, 95,000",,80000.0,95000.0,87500.0,25.0,"Are you an ambitious data analyst with a passion for making BIG decisions from the numbers? Then come and join the highly successful ADAD team! The TV landscape is changing fast  increased fragmentation and the emergence of digital platforms and multi-screen consumer viewing makes the attribution and optimization of campaigns more exciting than ever. We are now looking for an experienced, commercial, and forward thinking Data Analyst to join our Analytics team. The ideal candidate will play an active role in campaign optimisation and supporting internal stakeholders with commercial decision making. Your main responsibility is to manage, interpret and draw insights from TV campaign data. What is the direct and indirect impact of campaigns, how does it impact other media channels and how can we leverage this? The candidate must have experience in managing and analysing large data sets, identifying trends and opportunities and making confident recommendations based on key insights and learnings. ADAD is a full service TV/Digital Screens advertising agency offering Creative, Production, Media Planning/Buying and Data Analytics. ADAD is Australia\s only Full Service Performance TV Agency, offering a ""one stop shop"" for brands seeking accountable, cost effective and results focused TV advertising services. The ADAD team of 40 represents the most comprehensive and integrated group of Performance TV professionals under one roof in Australia. Job Description: Statistical modelling for campaign forecasting and commercial assessment;  Updating and maintaining accuracy of data within in-house database:  Produce campaign performance dashboards using proprietary analytics tool,ADAD iQ Ensure appropriate tracking and attribution of client campaigns;  Developing recommendations based on sound analysis  Daily campaign analysis and updates for client service team;  Preparing post-campaign performance reports for clients;  b""Driving the ongoing development of the Agencys internal analytical capability;"" Reconciling media budgets and evaluating media proposals based on key dimensions; Using market research to help determine and plan a campaign forecasts;  Understanding creative/message/external influences on media performance.  Assist media planners/buyers in developing strategy  Collating competitive market information and updates. Skills and Experience: Experience in Mass Channel advertising and/or Direct Response environment preferred; Bachelors or equivalent degree in Marketing, Business, Communication, or a quantitative field (e.g. Statistics, Mathematics, Economics) Minimum of 3 years of experience with Web Analytics or Digital Marketing Campaign Management Excellent analytical and numeracy skills;  Advanced level in Excel;  Google analyticsand reporting using Tableau preferred;  Database querying and coding preferred;  Confident, resourceful and articulate;  Good team player with ability to multitask in a fast paced and deadline driven environment; Genuine desire to further your career within a TV/Digital Screens agency. b""Whats on offer:"" Generous package  Vibrant, fun-filled and dynamic work culture  Opportunity to make an impact across a range of categories and make your mark Prime CBD office location Only shortlisted applicants will be contacted. Thank you in advance for your interest in this position."
498,0,Robert Half Technology,A global organization professional services organization is looking for a Business Analyst | Analytics Analyst to join their team,Full Time,34262617,Information & Communication Technology,Sydney,$95k - $105k p.a. + super,Business/Systems Analysts,"CBD, Inner West & Eastern Suburbs",Technical Business Analyst | Analytics Analyst,https://www.seek.com.au/job/34262617,data-analyst,"95k, 105k",,,95000.0,105000.0,100000.0,19.0,"A global professional services client is looking for a Business Analyst | Analytics Analyst to join their team. The professional services client is currently going through a standard global finance practice management system implementation and they require as Business Analyst who has a strong understanding of analytics and how BI reporting works. The idea candidate will come from a professional services background and have a strong understanding of reporting tools such as; SQL, SSRS and SAP Business Objects Web Intelligence (WebI). Role details / Experience needed: 2+ Years experience as a Business Analyst, Data Analyst or BI BA Excellent understanding of SQL, SSRS, or SAP Business Objects Web Intelligence (WebI) Understand, maintain and support the business analytics for the region Ability to understand business requirements and translate to technical requirements Data warehouse and finance system troubleshooting and maintenance Assist with information delivery including financial queries and analysis. Ability to delivery end to end projects Ability to talk to technical and finance teams Account background is beneficial Strong BI reporting skills such as Tableu Ability to perform BAU tasks This is an urgent role, so if this seems like the right role for you then apply straight away. This is an initial 12 month FTC but has the possibility to extend. Apply Today Please send your resume by clicking on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted. Learn more about our Sydney recruitment services: http://www.roberthalf.com.au/recruitment-agency-sydney"
499,0,Preacta Recruitment,Exciting opportunity to join a tier 1 software vendor who ranks 3rd globally in its specialist field seek high performing sales professionals.,Full Time,34255076,Sales,Sydney,"$100,000 base + super + $200,000 OTE",New Business Development,North Shore & Northern Beaches,Business Development Manager,https://www.seek.com.au/job/34255076,data-analyst,,"100,000, 200,000",,100000.0,200000.0,150000.0,22.0,"Exciting opportunity to join a tier 1 software vendor who ranks 3rd globally in its specialist field. This organisation is expanding and seek motivated, high performing sales professionals to join their business. Excellent career progression opportunities to avail of also. Responsibilities Deliver regular and consistent revenue performance in line with budgetary expectations and performance metrics. Provide accurate and timely forecasting for monthly, quarterly and annual performance to the Sales Director, including risk and opportunity analysis. Territory identification and research, to formalize a go to market strategy and create qualified target accounts. Create and maintain a sales pipeline to ensure over-achievement within the designated market. Engage with prospect customers to position Payroll/HCM solutions through strategic value based selling, business case definition, ROI analysis, references and analyst data. Manage entire sales process and achieve growth of business revenues, maximising sales conversion ratios according to performance metrics within assigned region. Develop unique, compelling and exciting presentations and demonstrations of technologies. Maintain accurate, timely data in Salesforce CRM relating to all sales activities. Required Skills Extensive, relevant experience in direct software sales gained within a major software vendor. Successful history of net new business sales, with the ability to prove consistent delivery against targets and overachievement of sales. A customer centric sales approach and self-motivated attitude with a strong drive to succeed. Excellent presentation skills and credibility at all levels.  Ability to work autonomously and on own initiative.  Minimum 3-5 years experience of complex/technical product and/or solution sales. Experience working with payroll/HCM solutions will be highly regarded."
500,0,Robert Walters,Leading international legal services firm working on a Global finance systems implementation. Immediate start working on an exciting program.,Full Time,34252730,Information & Communication Technology,Sydney,$100k - $105k p.a. + 12 Month FTC,Business/Systems Analysts,"CBD, Inner West & Eastern Suburbs",Business Analyst - Finance Systems,https://www.seek.com.au/job/34252730,data-analyst,"100k, 105k",,,100000.0,105000.0,102500.0,19.0,"Leading international legal services firm working on a Global finance systems implementation. Immediate start working on an exciting program. Role: The client, a leading international professional services firm is undertaking a process of standardising financial management reports and Business Information across all regions as part of a global finance systems implementation program. We are seeking a Business Analyst that has strong experience in using reporting tools such as SQL, Business Objects and SSRS. This role will assist in the design and documentation of reporting requirements for a global standardised suite of reports and metrics. An account background would be ideal. Responsibilities: Design and documentation of reporting requirements for a global standardised suite of reports and metrics. Liaise with internal and external stakeholders in building, testing, socialising and deploying the reporting solution. Autonomously deliver and own the end-to-end process from design to deployment for multiple reports Coordination and design of testing programs such SIT and UAT Ensure quality and integrity of data throughout entire delivery of the program Understand, maintain and support the business analytics for the region and ensure alignment with global standards and processes Data warehouse and finance system maintenance and trouble-shooting Assist with information delivery including financial queries analysis Support the continuing smooth operation of BAU reports. Requirements: 2-4 Years of experience as a Business Analyst, Data Analyst or BI BA Experience working in a professional services firm is highly desired (large consultancy, accounting firm or law firm) Highly developed attention to detail, analytical and visual presentation skills Strong financial acumen and understanding of business drivers and KPIs Solid experience with SQL, SSRS or Business Objects Experience in dashboard design and deployment with demonstrated understanding of presentation layer tools such as Tableau or Lumeria Excellent stakeholder engagement and communication skills. To apply please click apply or call Stefan Kovacevic on 02 8289 3100 for a confidential discussion."
501,0,River City Seafood,River City Seafood is seeking for a full-time Seafood Buyer to join the business!,Full Time,34278183,"Manufacturing, Transport & Logistics",Brisbane,"$50,000 - $54,999 base plus commission","Purchasing, Procurement & Inventory",CBD & Inner Suburbs,Seafood Buyer,https://www.seek.com.au/job/34278183,data-analyst,,"50,000, 54,999",,50000.0,54999.0,52499.5,14.0,"b""River City Seafood is one of leading quality seafood suppliers in Queensland. River City Seafood always aims providing finest seafood to our customers, also we supply to some local business such as restaurants and clubs. Now were looking for a Seafood Buyer to join the business."" We require the seafood buyer to be responsible for sourcing and purchasing natural and local seafood; maintaining clean and order seafood; and deliveringexceptional customer service to all co-op member-owners and customers. Required duties include: Timely purchasing, receiving, proper storage, and inventory rotation of natural and local seafood Understand and utilise product movement data and local market analysts to assist in product selection; keep abreast of new product offering and changing member needs; adjust product selection accordingly Negotiate with suppliers for favorable prices, terms, quality and delivery  Ensure up to date and accurate pricing to meet margin goals  Participation in monthly inventory counts  Understand and adhere to proper food handling, safety and sanitization standards Maintain clean, orderly and properly stocked seafood and display, and display units, coolers, work areas and storage areas Maintain professional and groomed apperance  Perform related duties as assigned by Fresh Food Team Leader or General Manager Position may require frequent standing, bending, walking and lifting  What experience do i need? You are someone who can hit the ground running. Your strong organisational skills, coupled with a proactive nature, proven negotiation skills and sound commercial acumen will see you drive the businessperformance consistently.  If you are interested in this job, please hit the apply button below."
502,0,SALT SEARCH PTY LTD,A fantastic opportunity to join one of Australia's fastest growing companies as their Business Intelligence Lead,Full Time,34275942,Information & Communication Technology,Sydney,"$140000.00 - $160000.00 p.a. + equity, super",Product Management & Development,Unknown,Business Intelligence Lead,https://www.seek.com.au/job/34275942,data-analyst,,,"140000, 160000",140000.0,160000.0,150000.0,16.0,"b""I am currently recruiting for a Business Intelligence Lead on behalf of a client of mine based in Sydney CBD. The client is one of Australias fastest growing product services companies and after securing a hefty amount of funding, they are continuing their rapid growth. "" They are looking for a BI lead who will take ownership in creating and nurturing their data science and BI environment, implementing best practices and providing mentor-ship to the existing team. You will be responsible for building out and leading that team which consists of data scientists, BI analysts and business analysts. You will also be working closely with internal and external stakeholders and team members to deliver positive commercial outcomes. b""Youll be responsible for:"" - Building the culture and mission for BI and Data Science - Creating the infrastructure that can grow with the business; Data warehouse and data visualisation tools - Provide leadership on how BI and DS can improve our services and create further value - Projecting quarterly and annually trends - Providing high levels of business insights - Ensuring the integrity of data quality - Implementing best practice - Consistently identifying and monitoring key business risks and realising the data needs of the business - Playing a strategic role in continuously improving our analytics models, new data sources and employing the latest in machine learning - Working with key stakeholders to provide a data centric perspective Experience required: - 5+ years of industry experience coupled with some experience in leading teams - Relevant degree (Statistics, Actuarial, Data Science, Mathematics, Computer Science, Engineering) - Working in an agile manner - Proven experience in implementing BI and DS infrastructure - Comfortable in handling large, real time, unstructured data - Strong background and understanding of statistics and machine learning - Excellent communication skills If you are interested in the position then please apply and I will be in touch. Please note that this position is only open to Australian residents."
503,Exciting opportunity as LSX listed company Modern market leader Senior role with huge remuneration,Robert Walters,A rare opportunity to take a unique product to market with first-class training and an outstanding compensation structure.,Full Time,34211326,Sales,Sydney,$95k - $120k p.a. + Commission,New Business Development,North Shore & Northern Beaches,Business Development Manager,https://www.seek.com.au/job/34211326,data-analyst,"95k, 120k",,,95000.0,120000.0,107500.0,18.0,"There has never been a more exciting time to join one of the market leaders in the HR/Payroll software space as a Business Development Manager. With products helping every aspect of a business, from managing money to people, our client offers an unbelievable trajectory for career progression as well as world-class training. The organisation carries the weight of a worldwide brand name in their space. Responsibilities Deliver regular and consistent revenue performance in line with budgetary expectations and performance metrics. Provide accurate and timely forecasting for monthly, quarterly and annual performance to the Sales Director, including risk and opportunity analysis. Territory identification and research, to formalize a go to market strategy and create qualified target accounts. Create and maintain a sales pipeline to ensure over-achievement within the designated market. Engage with prospect customers to position Payroll/HCM solutions through strategic value based selling, business case definition, ROI analysis, references and analyst data. Manage entire sales process and achieve growth of business revenues, maximising sales conversion ratios according to performance metrics within assigned region. Develop unique, compelling and exciting presentations and demonstrations of Sage technologies. Maintain accurate, timely data in Salesforce CRM relating to all sales activities. Required Skills Extensive, relevant experience in direct software sales gained within a major software vendor. Successful history of net new business sales, with the ability to prove consistent delivery against targets and overachievement of sales. A customer centric sales approach and self-motivated attitude with a strong drive to succeed. Excellent presentation skills and credibility at all levels, including CxO. Ability to work autonomously and on own initiative. Minimum 3-5 years experience of complex/technical product and/or solution sales. Experience working with payroll/HCM solutions as a Business Development Manager or otherwise will be highly regarded. To apply please click apply or call Tony Cocozza on 02 8289 3244 for a confidential discussion."
504,0,Big Wednesday,"For this multi-billion global e-commerce company, we seek a talented Data Science Head to lead the data science centre of excellence in Bangkok/SGP",Full Time,34446950,Information & Communication Technology,Perth,US$200k - US$400k p.a. + Negotiable,Other,Unknown,Head of Data Science  - Bangkok or Singapore,https://www.seek.com.au/job/34446950,data-science,"200k, 400k",,,200000.0,400000.0,300000.0,23.0,"Head of Data Science - Bangkok or Singapore Working for this multi-billion global e-commerce company, we seek a talented Data Science Head to lead the data science team globally for this client. You will be managing 25-30 talented Data Scientists with 200 indirect reports. Requirements: Do you have what it takes? Leadership skills  and experience in  leading data science projects and teams At least  5-10 years  working as a  statistician / data scientist A background in coding, in data handling, in statistics and in machine learning A good balance between theory and practice and a strong desire to learn and keep up with the latest technologies (a master degree in a quantitative field is a must; PhD is even better) Battle-tested team leading skills Coding skills in ( R, Python, C#, Java, C++, Scala,  ) Responsibilities: Leading from the front you will help my client: Lead the data science team, managing a team globally (30 direct reports, 200 in-direct) Provide visionary insight, coaching and mentoring Crack their business problems and come up with deployable machine learning models Interface with business to make sure they are asking the right questions Sift through their data and find them some gems  Be a world-class hands-on deploy master If you are a Data Scientist Manager / Head and want to learn more, we want to hear from you straight away. Send us your CV now for a fast decision. Client interviewing now!"
505,"Ongoing, full-time Gardens Point campus Closing date: 1 October 2017",Queensland University of Technology,We are seeking a Professor to provide strategic leadership in both research and learning in the Discipline of Statistics and Operations Research.,Full Time,34355773,Science & Technology,Brisbane,"$AUD206,729 pa (Level E package)","Mathematics, Statistics & Information Sciences",CBD & Inner Suburbs,Professor in Statistical Data Science,https://www.seek.com.au/job/34355773,data-science,,"206,729",,206729.0,,206729.0,22.0,"The School of Mathematical Sciences at QUT has an exciting position for a Professor (Level E) in Statistical Data Science who is able to provide strategic leadership in both research and learning within the Discipline of Statistics and Operations Research. More widely, the Professor will strongly contribute to QUTs research priority in Data Science, which aims to improve the knowledge mined from data by combining mathematics, machine learning and statistical methods with information technologies. The Professor will have a strong record of high quality publications (among leaders in the field) and in the generation of competitive and commercial research income. They will also have a strong record of mentoring early and mid-career academic staff and the supervision of higher degree research students and be committed to the development and delivery of high quality learning experiences for statistics, operations research, engineering, science and health science students who want to combine their studies in statistics with real-world applications and computational simulations. For more information, click apply."
506,"Ongoing, full-time Gardens Point campus Closing date: 1 October 2017",Queensland University of Technology,We are seeking to appoint an academic to provide strategic capacity in both research and teaching within Statistics and Operations Research.,Full Time,34355772,Science & Technology,Brisbane,"$AUD108,796 pa to $AUD129,209 pa package","Mathematics, Statistics & Information Sciences",CBD & Inner Suburbs,Lecturer in Statistical Data Science,https://www.seek.com.au/job/34355772,data-science,,"108,796, 129,209",,108796.0,129209.0,119002.5,21.0,"The School of Mathematical Sciences at QUT has an exciting position for a Lecturer (Level B) in Statistical Data Science, who is able to provide strategic capacity in both research and teaching within the Discipline of Statistics and Operations Research. More widely, the Lecturer will contribute to QUTs research priority in Data Science, which aims to improve the knowledge mined from data by combining mathematics, machine learning and statistical methods with information technologies. Your research will focus on the creation of new knowledge and insights from large data sets. Big data analytics and visualisation, machine learning, deep learning, large-scale data mining and computational statistics are all of potential interest. Your teaching will focus on providing high-quality learning experiences for statistics, operations research, engineering, science and health science students who want to combine their studies in statistics with real-world applications and computational simulations. For more information, click apply."
507,Analytics centre of excellence at a well established brand Complex business problems being solved with a real tangible impact Excellent mentoring and training opportunities,T+O+M Executive,Role open for a junior data scientist or recent PhD grad within a high performing Machine Learning environment.,Full Time,34342829,Information & Communication Technology,Sydney,"Up to $120,000 + Bonus",Other,"CBD, Inner West & Eastern Suburbs",Data Science,https://www.seek.com.au/job/34342829,data-science,,"120,000",,120000.0,,120000.0,18.0,A major banking client is looking for a data scientist to join their high performing data science and analytics team. The function was set up in 2016 to provide analytics and machine learning capabilities to the retail bank with a specific focus on the home lending portfolio. The projects are complex in nature and you will be expected to help deliver tangible commercial benefits to the business using cutting edge data science techniques. You will have demonstrated ability to use machine learning techniques in either a commercial setting or during study. Due to increasing workload and the importance that is being placed on the data science capability to deliver real return on investment they are looking to expand their team. They are looking for a passionate individual with a real thirst for learning. Specific background does not matter but you will need to have demonstrated high competency in tackling problems using machine learning Please apply via seek or email Jacob.bryk@tomexecutive.com
508,0,HCM Australia,Data Scientists pick your project at this Disruptive Data Analytics consulting firm. Bring R/Python/ML skills and gain Alteryx and Data aquisition,Full Time,34304867,Information & Communication Technology,Sydney,c$140k,Consultants,"CBD, Inner West & Eastern Suburbs",Data Science | Disruptive Data Driven Consulting Firm,https://www.seek.com.au/job/34304867,data-science,140k,,,140000.0,,140000.0,21.0,"Data Science | Disruptive Data Driven Consulting Firm                  \t\t            Finance & Retail Data Science projects           Established Innovative Data Analytics Firm           Learn Alteryx         \t\t          The Firm This Australian firm has been helping corporate Australia make sense of Data for the last 2 decades. With a team of 60 of the best technologists in Data, they work with some of the most innovative technologies and methodologies in this space and have continually lead the way in Australian Data Analytics. The Culture Typically the team here GET data, and are active in the community, winning hackathons, kaggle comps and developing interesting Data Visualisations in their spare time. They are a very friendly bunch, and organise a fair few staff and client events to either have a drink and a catch up or to review some interesting and new to market technology. The Opportunity With 3 new projects signed up for Data Science engagements there are several vacancies for Data Scientists with good experience across R and Machine Learning who love solving client problems. For commercial in confidence reasons we can nit say too much about the projects, although 2 are in Banking, 1 in retail all with a forecasting, Data Mining and Predictive element. As these are perm roles - you will role on to other projects across industries. The Technology We expect you to make use of the usual Data Science tool kit (R/Python/Machine Learning - Logistic Regression, K Nearest, etc) and would love you to be familiar with Alteryx, although as you no doubt have a brian like a small planet - are happy to help you develop some skills in this product. There are heaps of consulting firms in this space, some good, some less so. Whats rare is to find a group that truly innovates, brings new products to market and has such a strong sales capability. The COO tells me he sees that he is interested in people that would rather be working crafting unique and elegant solutions versus the usual standardised big firm approach. If you are the sort of engineer that would rather be hand building Aston Martins, rather than on the production line at Ford, you will fit in fine here. b""Dont Delay, Apply Today !!!""           Josh Geller"
509,Senior Data Scientist $125k + Super Sydney CBD,Hudson,This role exists in a fast-paced high performing Business Banking Analytics team,Full Time,34272395,Banking & Financial Services,Sydney,$120k - $125k p.a. + Super,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Senior Data Science,https://www.seek.com.au/job/34272395,data-science,"120k, 125k",,,120000.0,125000.0,122500.0,12.0,"As a Senior Data Scientist, you will be using your well tested quantitative skills to deliver actionable insights to a variety of senior stakeholders across the Business Bank. You will be tasked with bringing innovation and thought leadership to practice across such areas as Balance Sheet Optimisation, Differentiated Pricing models and advanced product based insights Role Responsibilities developing and implementing predictive models and optimization algorithms that provides actionable insights to our business partners Act as an internal consultant to the business on data driven decision making and insights Develop differentiated pricing models and educate stakeholders on findings Discover trends and patterns within complex data and present findings to time poor stakeholders in a simple fashion Produce creative data visualizations and intuitive graphics to present complex analytics to a non-technical audience Leverage state-of-the-art data mining and machine learning tools and methodologies to drive improved business decisions Document and articulate key learnings from the data mining exercises Your Experience and Capabilities Experience manipulating and modelling large data sets using data science and statistical techniques Applied knowledge of data science techniques Sound knowledge of statistical methods and techniques including logistic and linear regression. Proven experience of applying these skills within Banking/Financial Services, Insurance/actuary environment would be highly regarded; looking for a minimum of 3 years + experience Experience of using SAS, SQL, R and/or Python Hands-on experience with Business Intelligence tools like Qlik/Tableau/Power BI is highly desirable Exposure to Big Data technologies like Hadoop, Spark, Hive etc. is a plus Strong stakeholder management skills including advanced PowerPoint and presentation skills Tertiary qualified in a quantitative discipline involving strong statistics and or data Post graduate qualifications and experience of machine learning would be highly regarded"
510,0,SALT SEARCH PTY LTD,An exciting opportunity to expand your R and Data Science skills and get involved in complex analytical project.,Full Time,34407059,Information & Communication Technology,Sydney,$90000.00 - $120000.00 p.a.,Developers/Programmers,Unknown,Data Scientist,https://www.seek.com.au/job/34407059,data-science,,,120000,120000.0,,120000.0,18.0,"I am currently recruiting for a passionate and highly motivated Data Scientist / Analyst to join my clients BI & Analytics team. You will have a unique opportunity to expand your R and Data Science skills as well as work with a wide array of Data Sources. You will also get involved in complex analytical projects. - Development and maintenance of data-driven tools - Working on complex pipelines in which you must utilise machine learning/statistical algorithms - Enhancing and contributing to the existing environment of R packages - Consulting internal stakeholders - Delivering insights & analysis - Identify, scope, plan and execute projects The successful candidate will have: - Relevant qualifications (Statistics, Mathematics, Computer Science, Engineering) b""- 2 years experience working in highly analytical roles"" - Experience with R, SQL, Excel - Excellent communication skills If you are interested, please apply and I will get in touch. Please note: This role is only open to New Zealand & Australian permanent residents."
511,0,Bluefin Resources Pty Limited,Head of Data Science/Director of Analytics Role with a fast growing organization. ,Full Time,34375467,Science & Technology,Melbourne,$180000.00 - $200000.00 p.a. + Bonus ,"Mathematics, Statistics & Information Sciences",CBD & Inner Suburbs,Director of Analytics,https://www.seek.com.au/job/34375467,data-science,,,"180000, 200000",180000.0,200000.0,190000.0,13.0,"A global service provider has in integral role for a Director of Analytics to come on board and define the strategy to lead the way in how they use consumer and on line data to maximise analytical capability and data architecture within the organisation. With a team of talented Data Scientists already in place they are looking for an experienced and innovative leader to drive them forward. As Head of Data Science, in this business you will be responsible for leading a team of experienced and highly skilled Data Scientists. You will work on deep problems in Mathematical Modelling and Machine Learning across the product portfolio. You will be expected to act as the visionary, evangelist, and thought leader on all things Data Science related, build a world class team of Data Scientists, and take genuine ownership of the delivery of new and enhanced analytical products. Key Responsibilities Lead the team in turning raw material of data into useful algorithms and advanced insights Deploy machine learning and algorithms to enhance customer analytic/modelling methodology using advanced tool such as R, Python Engage in big data analysis and social media application for risk/business, especially in customer acquisition and customer services Lead, develop and motivate the team to attract, retain and develop suitable capability; building a team of world class data scientists. Implement processes, infrastructure and resources needed to deliver agreed team plans and targets Automate and streamline the processes to maximise integration, effectiveness and efficiency Key Skills Extensive experience of data mining/modelling experience in commercial environment Hands-on experience of using relevant software packages, i.e. R, SQL, NoSQL, Python, HADOOP, Spark, Java, Hive Experienced in deep learning technologies Proven verbal and written communication skills with the ability to communicate analysis and recommendations to colleagues and business stakeholders Team management experience including recruitment, training and performance management of resources This is an opportunity to become a decision sciences leader for a business which is underpinned by Data Science and focussed on providing deep insights to their customers in order to drive critical decision making and improve ROI. To know more, please call Aditi on 03 83305003 or email on  IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
